ID,Loại tin,Giá,Diện tích (m²),Hướng nhà,Hướng ban công,Pháp lý,Chiều ngang,Chiều dài,Số phòng ngủ,Số phòng vệ sinh,Số tầng,Nội thất,URL,Địa chỉ,Mô tả,Khoảng giá,Khoảng diện tích,Thành phố
95,Nhà đất bán,3000000000,66,Đông Nam,,Sổ đỏ/ Sổ hồng,,,2,2,,Nội thất đầy đủ,https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-prj-the-tonkin-vinhomes-smart-city/-2pn2vs-goc-view-2-be-boi-dt-tt-66m2-phan-khu-cao-cap-gia-chi-3xxx-nhan-nha-o-luon-pr37750720,"Dự án The Tonkin - Vinhomes Smart City, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.","Duy nhất căn 2PN 2VS góc siêu siêu rẻ, giá chỉ 3xxx (x nhỏ xíu) view 2 bể bơi là bể bơi The Tonkin và bể bơi phân khu Masteri, nhận nhà ở luôn, chiết khấu lên tới 20% giá bán căn hộ.- Là phân khu cao cấp nên có các tiện ích đặc quyền dành riêng cho cư dân của The Tonkin2.+ Bể xông hơi trị liệu tầng 2 tòa căn hộ.+ Phòng gym miễn phí trọn đời.+ Miễn phí bếp nướng BBQ tại vườn nướng trung tâm.+ Sảnh có lễ tân 24/7.+ Nội khu thiết kế phong cách đông dương, có bể bơi resort rộng 1000m².* Ngoài ra về căn hộ cũng được bàn giao đầy đủ nội thất cao cấp như.+ Tủ bể trên, tủ bếp dưới, bếp từ, hút mùi, chậu rửa, vòi rửa.+ Tủ quần áo, máy lọc không khí.+ 1 gói smart homes cho cả căn hộ.+ Đẩy đủ thiết bị nhà vệ sinh, với hệ thông tủ kệ, vòi sen tắm, bồn cầu tự động.+ Sàn gỗ, ban công cửa kính, điều hòa âm trần 2 chiều, trần thạch cao, tường sơn 2 lớp chống thấm.* Đặc biệt hơn cả The Tonkin là sản phẩm giới hạn với chỉ 16 căn hộ trên 1 mặt sàn, và có tới 6 thang máy phục vụ, 1 thang vận chuyển đồ đạc.* Vị trí đắc địa khi nằm cạnh 2 nhà để xe nổi PK3, và PK4 giải quyết vấn đề nhức nhối về chỗ để xe của cư dân.Để có thêm thông tin chi tiết, cũng như được tư vấn hỗ trợ trong việc lựa chọn căn hộ phù hợp anh chị liên hệ với em Nghĩa qua.Hotline:0855 448 ***zalo, fb, viber... ).Rất hân hạnh được phục vụ anh chị.",Từ 1000000000 đến 5000000000,Từ 50 đến 100,Hà Nội.
96,Nhà đất bán,6200000000,132,,,Sổ đỏ/ Sổ hồng,,,3,2,,Nội thất đầy đủ,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-trai-phuong-thuong-dinh-prj-royal-city/chuyen-nhuong-royalcity-thang-6-2023-tu-van-xem-nha-24-7-khach-mua-lam-viec-truc-tiep-chu-nha-pr37423641,"Dự án Royal City, Đường Nguyễn Trãi, Phường Thượng Đình, Thanh Xuân, Hà Nội","Minh Tuấn chuyên mua bán, cho thuê chung cư Royal City, 72A Nguyễn Trãi, Thanh Xuân, Hà Nội.Để được tư vấn nhanh chính xác nhất quý khách hàng gọi ngay Mr Tuấn:0961 599 ***- Giá cam kết rẻ nhất thị trường.- Tư vấn nhiệt tình chính xác nhất.- Văn phòng ngay tại Royal nên xem nhà bất kể khi nào 24/7.- Ký hợp đồng trực tiếp với chủ nhà.- Khách mua được xem trực tiếp căn hộ, làm việc chính chủ.- Hỗ trợ tư vấn về pháp lý và thủ tục sang tên sổ đỏ trong suốt thời gian mua bán.- Cập nhật quỹ căn mới nhất tháng 6/2023.1 - Toà R4 và toà R5.Căn 93m ban công ĐB giá 4,7 tỷ bao tên. Ban công TB giá 4,5 tỷ bao tên.Căn số 11 và căn số 16, tòa R4 cửa hướng Tây, ban công hướng Đông. Diện tích 103m, giá 4,6 tỷ.Căn 102.1m giá 4,8 tỷ bao tên (sửa thành 3 phòng ngủ).Căn 112.4m ban công TB giá 4.9 tỷ bao tên.Căn 104.9m ban công ĐB giá 4.9 tỷ bao tên.Căn 104.9m ban công ĐN giá 5,1 tỷ.Căn 06 112.4m ban công ĐN giá 5,2 tỷ bao tên.Căn 131.4m giá 6,8 tỷ bao tên (căn góc 3 phòng ngủ thoáng).Căn 132m giá 6,2 tỷ bao tên (căn 3 phòng ngủ).Căn 137.6m giá 6.9 tỷ bao tên (3 phòng ngủ).Căn góc 133m ban công ĐN - ĐB, sổ đỏ, đủ nội thất giá 6,9 tỷ bao tên.Tư vấn 24/7 gọi ngay Minh Tuấn:0961 599 ***2 - Toà R6 mặt đường Nguyễn Trãi.Căn 55m² giá 2,9 tỷ (1PN).Căn 69 - 72 - 82m² giá 3,8 - 4,4 tỷ bao tên (2PN).Căn 94 - 103 - 112m². Giá 4,9 tỷ - 5,9 tỷ (3PN).Căn góc 115m² giá 6,5 - 7,2 tỷ.Căn 143,5 - 154,5m². Giá 7,8 - 8,9 tỷ (4PN).Tư vấn 24/7 gọi ngay Minh Tuấn:0961 599 ***3 - toà R3 trung tâm quảng trường.Căn 109m² giá 4,9 tỷ - 5,7 tỷ bao tên.Căn 121m² - 123m². Giá 5,7 tỷ - 6,3 tỷ bao tên (căn 3 phòng ngủ).Căn 131.4m², view quảng trường, giá 8,8 tỷ bao tên (căn 3 phòng ngủ).Căn 157m² - 175m² - 195m², view quảng trường, giá 9,8 tỷ - 15 tỷ bao tên (căn 3 phòng ngủ).Căn 221m căn góc vip, view quảng trường. Giá 16 tỷ - 22 tỷ (4 phòng ngủ).Tư vấn 24/7 gọi ngay Minh Tuấn:0961 599 ***4 - toà R1 & toà R2.Căn số 12 - DT 88,3m ban công TB, giá bán 4,1 tỷ.Căn số 27 - DT 89,6m ban công ĐB giá 4,3 tỷ ban công view khuôn viên.Căn số 12B - DT 104.8m ban công TB giá 4,7 tỷ view thành phố.Căn số 24 - DT 96,3m ban công ĐB giá 4,5 tỷ cả ba phòng thoáng sáng, view bể bơi.Căn số 05 - DT 109m ban công ĐN giá 4,8 tỷ View khuôn viên.Căn số 4 và 6 - DT 109m ban công TB giá 4,8 tỷ view thành phố.Căn số 9 DT 110m ban công ĐN giá bán 4,9 tỷ.Căn 18 và 20 - DT 124,6m ban công chính Nam giá 4,9 tỷ view khuôn viên.Căn số 08 - DT 114,5m ban công TB giá 5,1 tỷ căn 2 PN siêu đẹp, 3 phòng thoáng sáng.Căn 12A - DT 145,2m ban công ĐN giá 5,9 tỷ View bể bơi.Căn hộ duplex 3 phòng ngủ 190m giá siêu rẻ 7,3 tỷ nội thất nhà đẹp long lanh.Căn số 1 - DT 181.4m ban công ĐN ĐB giá 9,6 tỷ căn góc, ba phòng ngủ thoáng sáng.Mua nhà giá tốt - liên hệ ngay MR Tuấn:0961 599 ***.Phục vụ 24/7 cả ngày lễ tết và cuối tuần.Trân trọng!",Lớn hơn 5000000000,Từ 100 đến 500,Hà Nội
97,Nhà đất bán,3800000000,90,Bắc,Đông Nam,,,,2,2,,Cơ bản,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-minh-khai-phuong-vinh-tuy-prj-times-city/ban-timescity-park-hill-chuyen-nhuong-timescity-re-nhat-thi-truong-cat-lo-tu-1-500tr-pr30357351,"Dự án Times City, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội","Sàn BĐS Vinhomes xin gửi tới quý khách bảng giá bán căn hộ chung cư Times City các căn giá rẻ cắt lỗ từ 100tr - 800tr/căn. Hotline:0982 591 ***Kính gửi tới quý khách thông tin liên quan đến căn hộ đang bán tại Vinhomes Times.City như sau:Chuyên viên tư vấn Vinhomes Times City - Park Hill.1, Căn hộ 1 phòng ngủ Times - Park Hill: 53- 57m2- Đầy đủ (full) nội thất: Giá thuê 9 - 10 - 11 triệu/tháng.2, Căn hộ 2 phòng ngủ: 75 -108m.- Đầy đủ (full) nội thất: Giá thuê 12 - 14 - 15 triệu/tháng.3, Căn hộ 3 phòng ngủ: 88- 128m2- Đầy đủ (full) nội thất: Giá thuê từ 16 - 20 triệu/tháng.4, Căn hộ 4 phòng ngủ: 130- 160m2- Đầy đủ (full) nội thất: Giá thuê từ 20 - 22 triệu/tháng.5, Căn hộ 5 phòng ngủ: 180- 210m.- Căn đẹp thông giá thuê: 30 - 40tr/th, giá bán: 08 - 12 tỷ.Tòa từ T1 đến T11 và T18:Căn 1PN - 53m² ở các tòa T08, 09, 11; giá từ 2,2 tỷ.Căn 2PN - 75m² ở các tòa T01, 04, 05, 06; 07; giá từ 3,3 tỷ, bao phí sang tên sổ đỏ.Căn 2PN - 82m² ở các tòa T08, 09, 11; giá từ 3,4 tỷ.Căn hoa hậu 2PN - 87m² ở các tòa T05, 06, 07; giá 3.8 tỷ.Căn hoa hậu 2PN - 94.3m² ở các tòa T02, 03; giá từ 4,1 tỷ.Căn góc 2PN sáng - 97,5m² ở các tòa T02, 03; giá từ 4 tỷ.Căn 2PN - 108.7m² ở các tòa T05, 06, 07; giá từ 4,5 tỷ.Căn 3PN - 95m² ở tòa T18 giá từ 4,2 tỷ bao phí.Căn góc 3PN - 104m² ở các tòa T08; 09; giá 4,4 tỷ.Căn góc 3PN - 109m² ở các tòa T08, 09; giá từ 5,3 tỷ.Căn góc 3PN - 110m² ở các tòa T01, 04, 05, 06, 07 giá từ 5 tỷ.Căn 3PN - 118m² ở các tòa từ T02, 03, giá từ 5 tỷ.Căn góc 4PN - 160m² ở các tòa T11 giá từ 8 tỷ bao phí.Tòa từ P01 - P08 (Park Hill).Căn 1 phòng ngủ - 48m², ở tòa P05, giá từ 2.5 tỷ - 2,7 tỷ.Căn 2 phòng ngủ từ: 64m² - 87m², giá từ 3,2tỷ - 4 tỷ.Căn 3 phòng ngủ từ: 88m² - 125m², giá từ 4,8 tỷ - 6,5 tỷ.Căn 4 phòng ngủ từ: 131m² - 143m² giá từ 6 - 7,5 tỷ.Căn 4 phòng ngủ: 152m² ở tòa Park 03, giá 8,3 tỷ.Tòa từ P09 - P12 (Park Hill Premium).Căn 2PN 68m² tòa Park 09 giá từ 3,5 tỷ, có suất để ô tô.Căn 2PN 72m² tòa Park 10 giá 3,750 tỷ bao phí, có suất để tô tô, full đồ.Căn 2PN 79m² tòa Park 11 giá 3,8 tỷ bao phí.Căn 3PN 116m² tòa Park 11 giá từ 5.8 tỷ bao phí.Căn 3PN 118.5m² tòa Park 10 giá 5,85 tỷ bao phí.Căn 4PN 157m² tòa P10 giá 9,6 tỷ full đồ xịn.Căn 4PN 144m² giá từ 9,5 tỷ có suất để ô tô.Căn 5 phòng ngủ,178m², ở tòa P10 giá từ 13.5 tỷ.LH: Xem nhà nhận tư vấn miễn phí Mr. Trung:0982 591 ***.* Ưu đãi và chăm sóc:- Miễn phí 100% phí cho khách mua nhà.- Hỗ trợ tư vấn pháp lý và thủ tục trong suốt quá trình mua bán sang tên.- Tất cả giao dịch được ghi trên giấy tờ, hợp đồng minh bạch đảm bảo quyền lợi công bằng cho hai bên.* Cam kết:- Thực hiện các giao dịch của mình với tất cả uy tín, trách nhiệm.- Thủ tục nhanh gọn, hiệu quả và minh bạch.- Hỗ trợ mọi thủ tục liên quan để hoàn tất việc sang tên.Mọi thông tin chi tiết về căn hộ, giá bán, tầng, hướng, tư vấn tài chính và đi xem nhà quý khách có nhu cầu vui lòng LH: Mr. Trung:0982 591 ***.",Từ 1000000000 đến 5000000000,Từ 50 đến 100,Hà Nội
98,Nhà đất bán,16500000000,431.5,Nam,,Sổ đỏ/ Sổ hồng,,,,,,,https://batdongsan.com.vn/ban-dat-duong-nguyen-van-tiep-1-thi-tran-ben-luc/cuc-hiem-lo-goc-quoc-lo-1a-voi-long-an-pr37736670,"Đường Nguyễn Văn Tiếp, Thị trấn Bến Lức, Bến Lức, Long An","Lô đất vàng đắc địa, hiếm có, giá siêu tốt. Chỉ thời điểm này mới xả ra thị trường.Diện tích: 431,5m² (toàn bộ đất thổ cư) trong đó có 187m² nằm ngoài lộ giới.Mặt tiền rộng 56,5m Quốc Lộ 1A và Nguyễn Văn Tiếp (ngay cổng chào khu dân cư, hướng chính Nam cực kỳ thoáng mát) thoải mái đậu xe khách cho việc kinh doanh.Đang cho thuê mở tiệm chăm sóc ô tô (18tr/tháng hỗ trợ dịch). Vị trí đắc địa để mở Ngân Hàng, cửa hàng bán xe, điện máy, siêu thị,...Nằm sát bên cạnh UBND và huyện ủy Bến Lức. Nằm ngay trung tâm Bến Lức với đầy đủ các tiện ích công cộng (trường học, công an, bệnh viện, chợ, siêu thị, hồ bơi, phòng GYM, ngân hàng, bưu điện,... ).Chỉ cách đại lộ Nguyễn Văn Linh TP. HCM 13Km. Cách TP. Tân An 16Km. Cách đường lên xuống cao tốc TP. HCM - Trung Lương chỉ 3Km.Sổ đỏ, pháp lý rõ ràng, hoàn chỉnh.Xem ảnh 360 độ và vị trí chính xác lô đất trên Google Map với link sau:https://maps.app.goo.gl/vk642dp2rBSmwFaSAGiá bắt đáy thị trường: Chỉ 16,5 tỉ đồng.Liên hệ A. Tuấn:0987 670 ***chính chủ đứng tên đăng bán).Nhờ mọi người giới thiệu giúp mình nha.",Lớn hơn 5000000000,Từ 100 đến 500,Long An
99,Nhà đất bán,2700000000,56,,,Sổ đỏ/ Sổ hồng,,,1,1,,Nội thất đầy đủ,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-huu-tho-phuong-tan-hung-14-prj-sunrise-city/chuyen-ban-va-cho-thue-nhieu-nha-dep-hang-ngop-gia-tot-0932142565-pr37720599,"Dự án Sunrise City, Đường Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Hồ Chí Minh","Chuyên Sunrise City với giỏ hàng phong phú, cập nhật sản phẩm giá tốt liên tục.Tuyệt đối nói không với hàng ảo, thông tin không có sản phẩm.Hàng bán:- OT DT 24m² giá 1tỷ450. Cho thuê được 10 - 11tr/th.- 1 PN, 1WC giá 2,7-3 tỷ/căn.- 2PN, 1WC giá 3,2-3,5 tỷ/căn.- 2PN, 2WC giá 3,7-4,8 tỷ/căn.- 3PN, 2WC giá 5,3-6,1tỷ/căn.- 3PN, 3WC giá 6,5-7,5 tỷ/căn.- 4PN, 3WC nhà CB giá 7tỷ/căn.- Duplex 290m² giá từ 13,5-15,5tỷ/căn.- Penthouse DT từ 284 - 544m² giá từ 15 - 45tỷ/căn.* Vị trí dự án: Nằm ngay đầu Quận 7, tiếp giáp với Quận 4 và Q1, Q8. Rất thuận tiện để đi vào Quận trung tâm. Gần các trường lớn: Rmit, ĐH Tôn Đức Thắng, Quốc tế Việt Úc, Vstar,...* Pháp lý: Sổ hồng sở hữu lâu dài.Xem nhà xin gọi em Thu Sang0932 142 ***. Em đang giữ chìa khoá của nhiều căn.",Từ 1000000000 đến 5000000000,Từ 50 đến 100,Hồ Chí Minh
100,Nhà đất bán,18800000000,85.25,,,Sổ đỏ/ Sổ hồng,,,4,6,5,,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-nguyen-xien-xa-tan-trieu-prj-rue-de-charme/-mat-thanh-xuan-n-ngay-kinh-doanh-dinh-gia-tot-t-pr37749870,"Dự án Rue De Charme, Đường Nguyễn Xiển, Xã Tân Triều, Thanh Trì, Hà Nội","Shophouse 5 tầng mặt tiền 6m - sổ đỏ vĩnh viễn - khai thác kinh doanh luôn tại trung tâm quận Thanh Xuân - thủ đô Hà Nội.+ Bàn giao quý 3/2023, hiện đang sơn hoàn thiện mặt ngoài. Có thể nhận nhà trước để về hoàn thiện.+ Diện tích hợp lý: 85,25m² - 93m². Ô tô vào tận nhà.+ Chính sách hấp dẫn: Chiết khấu lên tới 6,6% (từ 1 - 2 tỷ). Hỗ trợ ngân hàng 0% trong 12 tháng, thanh toán trong 300 ngày.+ Dân cư đông đúc, nằm giữa 3 quy hoạch tuyến đường trọng điểm của quận.+ Giá chỉ nhỉnh 190 tr/m² đất, tổng giá full cả nhà từ 18.8 tỷ/căn.Lý do để sở hữu ngay nhà mặt phố dự án Rue De Charme.- Rue De Charme là dự án an toàn và tiềm năng hàng đầu nội đô:+ Pháp lý hoàn thiện, chủ đầu tư đã nộp thuế đầy đủ, đã có hợp đồng mua bán.+ Nhu cầu sử dụng thực luôn có, khả năng lấp đầy cao.+ Nằm trên 2 tuyến đường trọng điểm đang quy hoạch của quận Thanh Xuân và Thanh Trì.+ Đã có 4 cụm căn được các thương hiệu lớn đến thuê như cà phê và văn phòng Sen, Cafe Kids, nhà hàng bia nổi tiếng Hà Nội.+ Tiện ích Nội khu đa dạng: Trường học, TTTM, phố đi bộ, cafe, nhà hàng, công viên. An ninh đảm bảo 24/7.Liên hệ hotline:0706 161 ***",Lớn hơn 5000000000,Từ 50 đến 100,Hà Nội
101,Nhà đất bán,4600000000,99,Bắc,Nam,Sổ đỏ/ Sổ hồng,,,2,2,,Nội thất đầy đủ,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-huu-tho-phuong-tan-hung-14-prj-sunrise-city/ban-gap-2pn-99m2-co-ban-cong-central-co-noi-that-nha-rat-moi-gia-re-nhat-4-6-ty-pr37510215,"Dự án Sunrise City, Đường Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Hồ Chí Minh","Anh chị đang tìm một căn nhà 2PN tại Sunrise City thì không thể bỏ lỡ căn này.Khu Sunrise City Central - đối diện Lotte Mart cực kì thuận tiện.- Diện tích căn hộ: 99m² thiết kế 2 phòng ngủ, 2 nhà vệ sinh, có sân giặt phơi riêng, ban công hướng Nam đón gió, không bị nắng chiều.- Nội thất: Chủ nhà đã trang bị 100% nội thất căn hộ, còn mới, sử dụng tốt và sạch sẽ.- Tình trạng nhà: Trước giờ chủ nhà để ở, không cho thuê, nhà ở kĩ, giừ gìn.- Pháp lý: Sổ hồng cầm tay - sở hữu lâu dài, công chứng sang tên nhanh gọn.- Hỗ trợ từ ngân hàng: Cho vay 70% giá bất động sản.- Giá bán cuối cùng cho khách thiện chí: 4,6 tỷ bao toàn bộ chi phí.- Cam kết: Nhà đẹp, giá tốt nhất thị trường hiện nay.- Liên hệ xem nhà trực tiếp:0901 364 ***Duy Quang - khách hàng làm việc trực tiếp với chủ.",Từ 1000000000 đến 5000000000,Từ 50 đến 100,Hồ Chí Minh
102,Nhà đất bán,3200000000,73,Tây Nam,Đông Bắc,Sổ đỏ/ Sổ hồng,,,2,2,,Nội thất đầy đủ,https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-prj-the-tonkin-vinhomes-smart-city/ban-2n2wc-goc-dep-nhat-tonkin2-ck-20-gia-3-2-ty-co-lot-de-oto-nhan-nha-ngay-smart-pr37749376,"Dự án The Tonkin - Vinhomes Smart City, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.","Chính sách mới nhất - đợt trợ giá cuối cùng cho KH mua căn hộ tại Tòa cao cấp nhất Tonkin 2 Vinhomes Smart City.- Mã căn: TK2.20xx.- Diện tích TT: 66m² - 70m² - 81m².- Gía rẻ nhất: 3,2x tỷ.Bàn giao đã có nội thất cao cấp liền tường của CĐT.Chọn căn 2PN2WC tối ưu công năng cho gia đình.- Nhận nhà ở ngay.- Full sàn gỗ cao cấp 100%.- Nhà vệ sinh full thiết bị nhập khẩu từ Đức.- Ban công vách kính sang trọng, cao cấp nhất dự án.- Cửa sổ & cửa ban công kính diện tích lớn cho góc view tối đa.- Khóa cửa Dessman 3 trong 1 kèm màn hình LCD.- Điều hòa âm trần.- Máy lọc không khí.- Tủ bếp trên - dưới gỗ MDF chống ẩm.- Bếp từ hồng ngoại, máy hút mùi, chậu rửa Gorenji/Rosieres.- Thiết bị vệ sinh Grohe/Kohler số 1 thế giới.- Hệ thống nước nóng trung tâm toà nhà.- Có chỗ để ô tô.- Đặc quyền duy nhất chi có tại tòa TK2: Bể sục trị liệu Jacuzzi cho TK2.- Miễn phí Bể bơi 4 mùa, bếp nướng BBQ.Hãy liên hệ em sẽ phản hồi ngay - Mr. Tùng VinSmart:0942 955 ***zalo/call) - chuyên viên PKD5 Vinhomes.- Văn phòng ngay tại Vinhomes Smart City - xem nhà bất kể khi nào 24/7.- Có ưu đãi cho khách hàng đặt cọc trước.",Từ 1000000000 đến 5000000000,Từ 50 đến 100,Hà Nội.
103,Nhà đất bán,2000000000,64,,,,,,2,,,,https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-prj-vinhomes-smart-city/-ban-nhanh-vinmes-2pn-64m2-do-tien-ban-cat-lo-cuc-sau-chi-2-3-ty-pr36923750,"Dự án Vinhomes Smart City , Phường Tây Mỗ, Nam Từ Liêm, Hà Nội","Vinhomes Smart City Land chuyên mua bán chuyển nhượng cắt lỗ & hàng mua mới trực tiếp chủ đầu tư hàng ngoại giao giá rẻ nhất thị trường.Gọi ngay để được tư vấn nhanh và chính xác nhất:0814 838 ***- Giá cam kết rẻ nhất thị trường.- Tư vấn nhiệt tình chính xác nhất.- Công ty có văn phòng ngay tại Vinhomes Smart City nên xem nhà bất kể khi nào 24/7.- Có ưu đãi cho khách hàng đặt cọc trước.- Hỗ trợ tư vấn về pháp lý và thủ tục trong suốt thời gian mua bán nhà.Căn Studio & 1 PN:- Studio 30,6m tầng trung TB. Nội thất NB CĐT. Giá 1,262 tỷ bao phí.- Studio (khu mới căn rộng view đẹp 35m) giá shock: 1.3 tỷ bao phí.- Studio 32m (Skyview, bc Tây Nam, khu vip trung tâm, MPDV 5 năm): 1.3 tỷ bao phí.- 1N 33m tầng đẹp, Đông Nam, view bể bơi. Nội thất: Full. Giá: 1.500 tỷ bao phí.- 1N + 43m tầng trung view đẹp bể bơi ĐB. Nội thất nb. Giá: 1.5 tỷ bao phí.- 1N + 43m tầng trung TN. Nội thất full gỗ. Giá: 1.6 tỷ bao phí.- 1N + 43m tầng thấp ĐN. Nội thất nb cđt. Giá: 1.7 tỷ bao phí.Căn 2 PN:- 2N1WC 54m tầng trung. Nội thất nb cđt. Giá: 1.8 tỷ bao phí.- 2N2WC 54m tầng trung, Nội thất nb cđt. Giá: 1.9 tỷ bao phí.- 2N + 1,2WC 64m tầng trung. Nội thất full gỗ. Giá: 2 tỷ bao phí.- 2N + 1, 2WC 64m, tầng thấp, TN - TB. Nội thất full. Giá: 2.3 tỷ bao phí.- 2N + 1, 2WC 63m, tầng trung ĐN - ĐB. Nội thất NB CĐT. Giá: 2.4 tỷ bao phí.- 2N + 1, 2WC 63m tầng cao TB. Nội thất nb cđt. Giá: 2.5 tỷ bao phí.Căn 3 PN:- 3N 2VS 75m tầng trung ĐB - TB. Nội thất nb. Giá: 2.700 tỷ bao phí.- 3N 2VS 98m, tầng cao ĐB - ĐN. Nội thất nb. Giá: 4 tỷ bao phí.- 3N 2VS 75m tầng thấp TN - TB. Nội thất nb. Giá: 3 tỷ bao phí.- 3N 2VS 83m tầng trung ĐB - TB. Nội thất NB CĐT. Giá: 4.300 tỷ bao phí.Còn rất nhiều căn khác theo sự lựa chọn của khách hàng liên hệ hotline công ty:0814 838 ***Ms Linh) để xem nhà thực tế và chọn căn ưng ý.",Từ 1000000000 đến 5000000000,Từ 50 đến 100,Hà Nội
104,Nhà đất bán,4200000000,90,,,Sổ đỏ/ Sổ hồng,,,3,2,,,https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-prj-the-tonkin-vinhomes-smart-city/duy-nhat-3pn-dien-tich-tt-90m2-tai-toa-tk2-view-thien-duong-bao-son-gia-chi-4ty1xx-pr37231533,"Dự án The Tonkin - Vinhomes Smart City, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.","Căn 3pn duy nhất còn lại của tòa TK2 The Tonkin. Diện tích ~90m² TT.Dành cho khách hàng muốn đổi nhà từ phân khúc S sang phân khúc tiêu chuẩn Ruby.- Căn hộ thiết kế siêu đẹp phù hợp với gia đình ở 3 thế hệ.- Hoàn thiện thiện căn hộ cao cấp với đầy đủ nội thất liền tường.* Chiết khấu cực tốt dành cho cư dân mua tại thời điểm này lên tới 19% giá bán căn hộ.Giá căn 3Pn tầng trung view hồ trung tâm chỉ còn 4,2 tỷx (x bé xíu).Liên hệ ngay em Nghĩa0855 448 ***để nhận thông tin chi tiết ạ.",Từ 1000000000 đến 5000000000,Từ 50 đến 100,Hà Nội.
